GB50096-2011,7.1.6,当楼梯间设置采光窗时，采光窗洞口的窗地面积比不应低于1/12。
GB50096-2011,7.1.7,采光窗下沿离楼面或地面高度低于0.50m的窗洞口面积不应计入采光面积内。
GB50096-2011,7.1.7,采光窗洞口上沿距地面高度不宜低于2.00m。
GB50096-2011,7.2.1,卧室、起居室（厅）、厨房应有自然通风。
GB50096-2011,7.2.4,卧室、起居室（厅）、明卫生间的直接自然通风开口面积不应小于该房间地板面积的1/20。
GB50096-2011,7.2.4,当采用自然通风的房间外设置阳台时，阳台的自然通风开口面积不应小于采用自然通风的房间和阳台地板面积总和的1/20。
GB50096-2011,7.2.4,厨房的直接自然通风开口面积不应小于该房间地板面积的1/10，并不得小于0.60m2。
GB50096-2011,7.2.4,当厨房外设置阳台时，阳台的自然通风开口面积不应小于厨房和阳台地板面积总和的1/10，并不得小于0.60m2。
GB50096-2011,7.3.2,分隔卧室、起居室（厅）的分户墙和分户楼板，空气声隔声评价量（Rw＋C）应大于45dB。
GB50096-2011,7.3.2,分隔住宅和非居住用途空间的楼板，空气声隔声评价量（Rw＋Ctr）应大于51dB。
GB50096-2011,8.1.1,住宅应设置室内给水排水系统。
GB50096-2011,8.1.2,严寒和寒冷地区的住宅应设置采暖设施。
GB50096-2011,8.1.3,住宅应设置照明供电系统。
GB50096-2011,8.1.4,各类生活供水系统应设置分户水表。
GB50096-2011,8.1.4,设有燃气系统时，应设置分户燃气表。
GB50096-2011,8.1.4,设有供电系统时，应设置分户电能表。
GB50096-2011,8.2.2,入户管的供水压力不应大于0.35MPa。
GB50096-2011,8.2.3,套内用水点供水压力不宜大于0.20MPa，且不应小于用水器具要求的最低压力。
GB50096-2011,8.2.6,厨房和卫生间的排水立管应分别设置。
GB50096-2011,8.2.6,排水管道不得穿越卧室。
GB50096-2011,8.2.7,排水立管不应设置在卧室内。
GB50096-2011,8.3.1,住宅管道燃气的供气压力不应高于0.2MPa。
GB50096-2011,8.3.1,住宅内各类用气设备应使用低压燃气，其入口压力应在0.75倍～1.5倍燃具额定范围内。
